geneSymbol	diseaseName
ADORA3	Colorectal Cancer
PARP1	Alopecia
PARP1	Anemia
PARP1	Asthma
PARP1	Atherosclerosis
PARP1	Malignant neoplasm of breast
PARP1	Brain Ischemia
PARP1	Colorectal Carcinoma
PARP1	Dermatitis
PARP1	Toxic Epidermal Necrolysis
PARP1	Hepatitis
PARP1	Profound Mental Retardation
PARP1	melanoma
PARP1	Mental Retardation, Psychosocial
PARP1	Multiple Myeloma
PARP1	Obesity
PARP1	Pneumonia
PARP1	Lobar Pneumonia
PARP1	Pulmonary Fibrosis
PARP1	Stevens-Johnson Syndrome
PARP1	Vitamin A Deficiency
PARP1	Hamman-Rich syndrome
PARP1	Pseudopelade
PARP1	Androgenetic Alopecia
PARP1	Ramsay Hunt Paralysis Syndrome
PARP1	Female pattern alopecia (disorder)
PARP1	Brain Lacerations
PARP1	Malignant mesothelioma
PARP1	Malignant neoplasm of prostate
PARP1	Breast Carcinoma
PARP1	Autosomal Dominant Juvenile Parkinson Disease
PARP1	Autosomal Dominant Parkinsonism
PARP1	Autosomal Recessive Parkinsonism
PARP1	Parkinsonism, Experimental
PARP1	Familial Juvenile Parkinsonism
PARP1	Parkinsonism, Juvenile
PARP1	Experimental Lung Inflammation
PARP1	Cerebral Ischemia
PARP1	Mental deficiency
PARP1	Drug-Induced Stevens Johnson Syndrome
PARP1	Colorectal Cancer
PARP1	PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE
PARP1	Ceroid lipofuscinosis, neuronal 1, infantile
PARP1	Mycoplasma-Induced Stevens-Johnson Syndrome
PARP1	Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum
PARP1	Pneumonitis
PARP1	Familial M̩ni̬re disease
PARP4	Malignant tumor of colon
ADRA1B	Jacksonian Seizure
ADRA1B	Liver Cirrhosis, Experimental
ADRA1B	Encephalopathy, Toxic
ADRA1B	Complex partial seizures
ADRA1B	Toxic Encephalitis
ADRA1B	Generalized seizures
ADRA1B	Seizures, Clonic
ADRA1B	Visual seizure
ADRA1B	Epileptic drop attack
ADRA1B	Olfactory seizure
ADRA1B	Vertiginous seizure
ADRA1B	Tonic - clonic seizures
ADRA1B	Single Seizure
ADRA1B	Atonic Absence Seizures
ADRA1B	Nonepileptic Seizures
ADRA1B	Epileptic Seizures
ADRA1B	Generalized Absence Seizures
ADRA1A	Alloxan Diabetes
ADRA1A	Bipolar Disorder
ADRA1A	Malignant neoplasm of breast
ADRA1A	Cannabis Dependence
ADRA1A	Cocaine Abuse
ADRA1A	Diabetes Mellitus, Experimental
ADRA1A	Liver Cirrhosis
ADRA1A	Schizophrenia
ADRA1A	Streptozotocin Diabetes
ADRA1A	Unipolar Depression
ADRA1A	Fibrosis, Liver
ADRA1A	Cocaine Dependence
ADRA1A	Major Depressive Disorder
ADRA1A	cocaine use
ADRA2A	Alcoholic Intoxication, Chronic
ADRA2A	Mental Depression
ADRA2A	Depressive disorder
ADRA2A	Epilepsy
ADRA2A	Panic Disorder
ADRA2A	Schizophrenia
ADRA2A	Epilepsy, Cryptogenic
ADRA2A	Panic Attacks
ADRA2A	Awakening Epilepsy
ADRA2A	Cirrhosis
ADRA2B	Profound Mental Retardation
ADRA2B	Mental Retardation, Psychosocial
ADRA2B	Mental deficiency
ADRA2B	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 1
ADRA2B	EPILEPSY, MYOCLONIC, BENIGN ADULT FAMILIAL, TYPE 2
ADRA2C	Bipolar Disorder
ADRA2C	Heart failure
ADRA2C	Congestive heart failure
ADRA2C	Left-Sided Heart Failure
ADRA2C	Heart Failure, Right-Sided
ADRA2C	Cirrhosis
ADRA2C	Myocardial Failure
ADRB1	Mental Depression
ADRB1	Depressive disorder
ADRB1	Heart failure
ADRB1	Congestive heart failure
ADRB1	Hyperemia
ADRB1	Left-Sided Heart Failure
ADRB1	Malignant neoplasm of stomach
ADRB1	Obesity
ADRB1	Myocardial Ischemia
ADRB1	Heart Failure, Right-Sided
ADRB1	Cardiomyopathy, Familial Idiopathic
ADRB1	Hereditary Diffuse Gastric Cancer
ADRB1	Myocardial Failure
ADRB2	AIDS Dementia Complex
ADRB2	Asthma
ADRB2	Bipolar Disorder
ADRB2	Hyperlipidemia
ADRB2	Malignant neoplasm of stomach
ADRB2	Obesity
ADRB2	Myocardial Ischemia
ADRB2	HIV Encephalopathy
ADRB2	Malignant neoplasm of prostate
ADRB2	Cardiomyopathy, Familial Idiopathic
ADRB2	Cirrhosis
ADRB2	Hereditary Diffuse Gastric Cancer
ADRB2	HIV Coinfection
ADRB3	Alloxan Diabetes
ADRB3	Diabetes Mellitus, Experimental
ADRB3	Heart failure
ADRB3	Congestive heart failure
ADRB3	Hyperlipidemia
ADRB3	Left-Sided Heart Failure
ADRB3	Obesity
ADRB3	Schizophrenia
ADRB3	Streptozotocin Diabetes
ADRB3	Left Ventricular Hypertrophy
ADRB3	Heart Failure, Right-Sided
ADRB3	Major Depressive Disorder
ADRB3	Myocardial Failure
GRK2	Rheumatoid Arthritis
GRK2	Mental Depression
GRK2	Depressive disorder
GRK2	Heart failure
GRK2	Congestive heart failure
GRK2	Left-Sided Heart Failure
GRK2	Dermatitis, Allergic Contact
GRK2	Heart Failure, Right-Sided
GRK2	Adenocarcinoma of large intestine
GRK2	Myocardial Failure
GRK3	Bipolar Disorder
GRK3	Depression, Bipolar
GRK3	Cocaine Abuse
GRK3	Manic Disorder
GRK3	Schizophrenia
GRK3	Manic
GRK3	Cocaine Dependence
ADSL	Arthrogryposis
ADSL	Adenylosuccinate lyase deficiency (disorder)
ADSL	Epileptic encephalopathy
ADSS	Schizophrenia
AEBP1	Ehlers-Danlos Syndrome
AES	Myocardial Ischemia
AFM	Kidney Failure, Acute
AFM	Liver Cirrhosis, Experimental
AFM	Acute Kidney Insufficiency
AFM	Acute kidney injury
AFP	Malignant neoplasm of breast
AFP	Hepatoma, Morris
AFP	Hepatoma, Novikoff
AFP	Liver Cirrhosis, Experimental
AFP	Malignant neoplasm of stomach
AFP	Experimental Hepatoma
AFP	Breast Carcinoma
AFP	Hereditary Diffuse Gastric Cancer
AFP	alpha-Fetoprotein Deficiency
AFP	Liver carcinoma
AGA	Schizophrenia
AGA	Aspartylglucosamidase (AGA) deficiency
ACAN	Rheumatoid Arthritis
ACAN	Bagassosis
ACAN	Osteogenesis Imperfecta
ACAN	Pneumoconiosis
ACAN	Muscular Dystrophy, Facioscapulohumeral
ACAN	Spondyloepiphyseal Dysplasia, Kimberley Type
ACAN	Spondyloepimetaphyseal Dysplasia, Aggrecan Type
ACAN	Familial Osteochondritis Dissecans
AGER	Rheumatoid Arthritis
AGER	Atherosclerosis
AGER	Diabetic Angiopathies
AGER	Hyperglycemia
AGER	Microangiopathy, Diabetic
AGER	Degenerative polyarthritis
AGER	Schizophrenia
AGER	Neuralgia, Supraorbital
AGER	Neuralgia, Vidian
AGER	Osteoarthrosis Deformans
AGER	Neuralgia, Atypical
AGER	Neuralgia, Stump
AGER	Neuralgia, Perineal
AGER	Neuralgia, Iliohypogastric Nerve
AGER	Lewy Body Disease
AGL	Arthrogryposis
AGL	Hypertrophic Cardiomyopathy
AGL	Glycogen Storage Disease Type III
AGL	Liver Cirrhosis, Experimental
AGL	Glycogen Storage Disease IIIA
AGL	Glycogen Storage Disease IIIB
AGL	Glycogen Storage Disease IIIC
AGL	Glycogen Storage Disease IIID
AGL	Amylo-1,6-glucosidase deficiency
AGRP	Obesity
JAG1	Malignant neoplasm of breast
JAG1	Cholestasis
JAG1	Craniosynostosis
JAG1	Adenoid Cystic Carcinoma
JAG1	Prelingual Deafness
JAG1	Glioblastoma
JAG1	Schizophrenia
JAG1	Tetralogy of Fallot
JAG1	Alagille Syndrome
JAG1	Aortic Aneurysm, Thoracic
JAG1	Malignant neoplasm of salivary gland
JAG1	Malignant neoplasm of lung
JAG1	Giant Cell Glioblastoma
JAG1	Breast Carcinoma
JAG1	Deafness, Acquired
JAG1	Carcinoma, Pancreatic Ductal
JAG1	Cholestasis in newborn
JAG1	Glioblastoma Multiforme
JAG1	Alagille Syndrome 2
JAG1	Alagille Syndrome 1
JAG1	Hepatic ductular hypoplasia
JAG1	Deaf Mutism
AGT	Alloxan Diabetes
AGT	Anemia
AGT	Aneurysm, Dissecting
AGT	Aortic Aneurysm
AGT	Atherosclerosis
AGT	Bipolar Disorder
AGT	Cardiomyopathy, Alcoholic
AGT	Catalepsy
AGT	Cholestasis
AGT	Mental Depression
AGT	Depressive disorder
AGT	Diabetes Mellitus, Experimental
AGT	Diabetic Nephropathy
AGT	Diabetic Retinopathy
AGT	Glomerulonephritis
AGT	IGA Glomerulonephritis
AGT	Nodular glomerulosclerosis
AGT	Focal glomerulosclerosis
AGT	Heart failure
AGT	Congestive heart failure
AGT	Hyperemia
AGT	Malignant Hypertension
AGT	Renal hypertension
AGT	Jacksonian Seizure
AGT	Left-Sided Heart Failure
AGT	Liver Cirrhosis
AGT	Liver Cirrhosis, Experimental
AGT	Myocardial Infarction
AGT	Nephrosis
AGT	Drug Overdose
AGT	Pneumonia
AGT	Lobar Pneumonia
AGT	Pulmonary Fibrosis
AGT	Kidney Failure
AGT	Reperfusion Injury
AGT	Retinopathy of Prematurity
AGT	Streptozotocin Diabetes
AGT	Essential Hypertension
AGT	Hamman-Rich syndrome
AGT	Hyalinosis, Segmental Glomerular
AGT	Left Ventricular Hypertrophy
AGT	Complex partial seizures
AGT	Myocardial Ischemia
AGT	Aortic Aneurysm, Abdominal
AGT	Generalized seizures
AGT	Seizures, Clonic
AGT	Heart Failure, Right-Sided
AGT	Fibrosis, Liver
AGT	Allanson Pantzar McLeod syndrome
AGT	Visual seizure
AGT	Epileptic drop attack
AGT	Dissection of aorta
AGT	Olfactory seizure
AGT	Vertiginous seizure
AGT	Tonic - clonic seizures
AGT	Carotid Atherosclerosis
AGT	Internal Carotid Artery Diseases
AGT	Arterial Diseases, Common Carotid
AGT	Single Seizure
AGT	Atonic Absence Seizures
AGT	Experimental Lung Inflammation
AGT	Renal Insufficiency
AGT	Cirrhosis
AGT	Bright Disease
AGT	Myocardial Failure
AGT	Renal Tubular Dysgenesis With Choanal Atresia And Athelia
AGT	Nonepileptic Seizures
AGT	Pneumonitis
AGT	Epileptic Seizures
AGT	Generalized Absence Seizures
AGTR1	Abortion, Tubal
AGTR1	Diabetic Retinopathy
AGTR1	Patent ductus arteriosus
AGTR1	Heart failure
AGTR1	Congestive heart failure
AGTR1	Left-Sided Heart Failure
AGTR1	Pituitary Adenoma
AGTR1	Essential Hypertension
AGTR1	Aortic Aneurysm, Abdominal
AGTR1	Heart Failure, Right-Sided
AGTR1	Allanson Pantzar McLeod syndrome
AGTR1	Pituitary carcinoma
AGTR1	Carcinoma, Pancreatic Ductal
AGTR1	Myocardial Failure
AGTR1	Cakut
AGTR1	Renal Tubular Dysgenesis With Choanal Atresia And Athelia
AGTR1	Patent Ductus Arteriosus Familial
AGTR2	Corpus Luteum Cyst
AGTR2	Malignant neoplasm of stomach
AGTR2	Ovarian Cysts
AGTR2	Left Ventricular Hypertrophy
AGTR2	Carcinoma, Lobular
AGTR2	Diabetic Cardiomyopathies
AGTR2	Mental Retardation, X-Linked
AGTR2	Hereditary Diffuse Gastric Cancer
AGTR2	Mental Retardation, X-Linked 1
AGXT	Primary hyperoxaluria, type I
NR0B1	Gonadal Dysgenesis, 46,XY
NR0B1	Hypogonadism
NR0B1	Oligospermia
NR0B1	Congenital hypoplasia of adrenal gland
NR0B1	Hypogonadotropic hypogonadism
NR0B1	Idiopathic hypogonadotropic hypogonadism
NR0B1	X-linked Adrenal Hypoplasia
NR0B1	XX males
NR0B1	Complex Glycerol Kinase Deficiency
NR0B1	Primary hypogonadism
NR0B1	DOSAGE-SENSITIVE SEX REVERSAL
NR0B1	Hypoadrenocorticism, familial
NR0B1	46, XX Testicular Disorders of Sex Development
NR0B1	Swyer Syndrome
NR0B1	Hypogonadism, Isolated Hypogonadotropic
NR0B1	Xp21 Contiguous Gene Deletion Syndrome
AHCY	Hepatolenticular Degeneration
AHCY	Hydrops Fetalis
AHCY	Adenocarcinoma of lung (disorder)
AHCY	Hepatic methionine adenosyltransferase deficiency
AHCY	Amino Acid Metabolism, Inherited Disorders
AHCY	Hepatic Form of Wilson Disease
AHCY	Glycine N-Methyltransferase Deficiency
AHCY	S-adenosylhomocysteine hydrolase deficiency
AHCY	Hypermethioninemia
AHR	Abortion, Tubal
AHR	Arthritis, Adjuvant-Induced
AHR	Rheumatoid Arthritis
AHR	Atherosclerosis
AHR	Urinary Bladder Calculi (disorder)
AHR	Malignant neoplasm of breast
AHR	Contact Dermatitis
AHR	Hepatitis, Toxic
AHR	Male infertility
AHR	Malignant neoplasm of stomach
AHR	Nicotine Dependence
AHR	Obesity
AHR	Pancreatic Neoplasm
AHR	Pneumonia
AHR	Lobar Pneumonia
AHR	Silicosis
AHR	Tobacco Dependence
AHR	Tobacco Use Disorder
AHR	Left Ventricular Hypertrophy
AHR	Adenocarcinoma of lung (disorder)
AHR	Malignant neoplasm of ureter
AHR	Lung Injury
AHR	Malignant neoplasm of liver
AHR	Malignant neoplasm of pancreas
AHR	Malignant neoplasm of prostate
AHR	Nicotine Use Disorder
AHR	Breast Carcinoma
AHR	Congenital nystagmus
AHR	Circadian Rhythm Disorders
AHR	Drug-Induced Liver Disease
AHR	Psychogenic Inversion of Circadian Rhythm
AHR	Experimental Lung Inflammation
AHR	Arthritis, Collagen-Induced
AHR	Arthritis, Experimental
AHR	Hepatitis, Drug-Induced
AHR	Hereditary Diffuse Gastric Cancer
AHR	Chronic Lung Injury
AHR	Pancreatic cancer, adult
AHR	Drug-Induced Acute Liver Injury
AHR	Pneumonitis
AHR	Chemical and Drug Induced Liver Injury
AHR	Chemically-Induced Liver Toxicity
AHSG	Kidney Failure, Acute
AHSG	Tumoral calcinosis
AHSG	Acute Kidney Insufficiency
AHSG	Alopecia-Mental Retardation Syndrome 1
AHSG	Acute kidney injury
AHSG	Perniola Krajewska Carnevale syndrome
AIF1	Liver Cirrhosis, Experimental
AIF1	Parkinson Disease
AIF1	Trigeminal Neuralgia
AIF1	Trigeminal Neuralgia, Idiopathic
AIF1	Secondary Trigeminal Neuralgia
AIF1	Lewy Body Disease
AK1	Myocardial Ischemia
AK1	Congenital anemia
AK1	Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse
AK1	Lymphoma, Lymphocytic, Intermediate
AK1	Adenylate Kinase Deficiency, Hemolytic Anemia Due To
AK2	Prelingual Deafness
AK2	Severe Combined Immunodeficiency
AK2	Bare Lymphocyte Syndrome
AK2	Reticular dysgenesis
AK2	Deafness, Acquired
AK2	De Vaal's syndrome
AK2	Omenn Syndrome
AK2	Deaf Mutism
AK4	Degenerative polyarthritis
AK4	Osteoarthrosis Deformans
AKT1	Bipolar Disorder
AKT1	Malignant neoplasm of breast
AKT1	Cannabis Abuse
AKT1	Cannabis Dependence
AKT1	Adenocarcinoma of prostate
AKT1	Malignant neoplasm of skin
AKT1	Non-Small Cell Lung Carcinoma
AKT1	Squamous cell carcinoma
AKT1	Colorectal Carcinoma
AKT1	Mental Depression
AKT1	Depressive disorder
AKT1	Epilepsy
AKT1	Hamartoma Syndrome, Multiple
AKT1	Hashish Abuse
AKT1	Acute Promyelocytic Leukemia
AKT1	Marijuana Abuse
AKT1	melanoma
AKT1	Meningioma
AKT1	Obesity
AKT1	Osteosarcoma
AKT1	Ovarian Carcinoma
AKT1	Adenomatous Polyposis Coli
AKT1	Psychoses, Drug
AKT1	Psychoses, Substance-Induced
AKT1	Schizophrenia
AKT1	T-Cell Lymphoma
AKT1	Proteus Syndrome
AKT1	Epilepsy, Cryptogenic
AKT1	Small cell carcinoma of lung
AKT1	Cutaneous Melanoma
AKT1	Adenocarcinoma of lung (disorder)
AKT1	Meningiomas, Multiple
AKT1	Histiocytoma, Benign Fibrous
AKT1	Amphetamine Addiction
AKT1	Amphetamine Abuse
AKT1	Malignant neoplasm of lung
AKT1	Malignant Meningioma
AKT1	Benign Meningioma
AKT1	Meningothelial meningioma
AKT1	Fibrous Meningioma
AKT1	Psammomatous Meningioma
AKT1	Angiomatous Meningioma
AKT1	Hemangioblastic Meningioma
AKT1	Hemangiopericytic Meningioma
AKT1	Transitional Meningioma
AKT1	Breast Cancer, Familial
AKT1	Spinal Meningioma
AKT1	Intracranial Meningioma
AKT1	Malignant neoplasm of prostate
AKT1	Aortic valve calcification
AKT1	Clear Cell Meningioma
AKT1	Xanthomatous Meningioma
AKT1	Neoplasm of uncertain or unknown behavior of ovary
AKT1	Neoplasm of uncertain or unknown behavior of breast
AKT1	Epileptic encephalopathy
AKT1	Breast Carcinoma
AKT1	Awakening Epilepsy
AKT1	Cerebral Convexity Meningioma
AKT1	Parasagittal Meningioma
AKT1	Breast adenocarcinoma
AKT1	ovarian neoplasm
AKT1	Malignant neoplasm of ovary
AKT1	Endometrial adenocarcinoma
AKT1	Squamous cell carcinoma of the head and neck
AKT1	Adenocarcinoma of large intestine
AKT1	Intraorbital Meningioma
AKT1	Intraventricular Meningioma
AKT1	Olfactory Groove Meningioma
AKT1	Secretory meningioma
AKT1	Microcystic meningioma
AKT1	Angioblastic Meningioma
AKT1	Colorectal Cancer
AKT1	Posterior Fossa Meningioma
AKT1	Sphenoid Wing Meningioma
AKT1	Cirrhosis
AKT1	Breast Cancer, Familial Male
AKT1	Proteus-Like Syndrome (disorder)
AKT1	Macrocephaly mesodermal hamartoma spectrum
AKT1	COWDEN-LIKE SYNDROME (disorder)
AKT1	Polyposis, Adenomatous Intestinal
AKT1	Familial Intestinal Polyposis
AKT1	Papillary Meningioma
AKT1	COWDEN SYNDROME 6
AKT2	Bipolar Disorder
AKT2	Malignant neoplasm of breast
AKT2	Non-Small Cell Lung Carcinoma
AKT2	Diabetes Mellitus, Non-Insulin-Dependent
AKT2	Ovarian Carcinoma
AKT2	Pancreatic Neoplasm
AKT2	Pancreatic carcinoma
AKT2	Familial partial lipodystrophy
AKT2	Malignant neoplasm of pancreas
AKT2	Benign tumor of pancreas
AKT2	Neoplasm of uncertain or unknown behavior of ovary
AKT2	Neoplasm of uncertain or unknown behavior of breast
AKT2	Breast Carcinoma
AKT2	Breast adenocarcinoma
AKT2	ovarian neoplasm
AKT2	Malignant neoplasm of ovary
AKT2	Adenocarcinoma of large intestine
AKT2	Familial Partial Lipodystrophy, Type 1
AKT2	Familial Partial Lipodystrophy, Type 2
AKT2	Familial Partial Lipodystrophy, Type 3
AKT2	Nasopharyngeal carcinoma
AKT2	HYPOINSULINEMIC HYPOGLYCEMIA WITH HEMIHYPERTROPHY
ALAD	Renal Cell Carcinoma
ALAD	Jacksonian Seizure
ALAD	Lead Poisoning
ALAD	Liver Cirrhosis
ALAD	Meningioma
ALAD	Respiratory Distress Syndrome, Adult
ALAD	Complex partial seizures
ALAD	Meningiomas, Multiple
ALAD	Generalized seizures
ALAD	Seizures, Clonic
ALAD	Fibrosis, Liver
ALAD	Malignant Meningioma
ALAD	Porphobilinogen synthase deficiency
ALAD	Visual seizure
ALAD	Epileptic drop attack
ALAD	Conventional (Clear Cell) Renal Cell Carcinoma
ALAD	Benign Meningioma
ALAD	Meningothelial meningioma
ALAD	Fibrous Meningioma
ALAD	Psammomatous Meningioma
ALAD	Angiomatous Meningioma
ALAD	Hemangioblastic Meningioma
ALAD	Hemangiopericytic Meningioma
ALAD	Transitional Meningioma
ALAD	Spinal Meningioma
ALAD	Intracranial Meningioma
ALAD	Malignant neoplasm of prostate
ALAD	Olfactory seizure
ALAD	Vertiginous seizure
ALAD	Clear Cell Meningioma
ALAD	Xanthomatous Meningioma
ALAD	Tonic - clonic seizures
ALAD	Single Seizure
ALAD	Atonic Absence Seizures
ALAD	Cerebral Convexity Meningioma
ALAD	Parasagittal Meningioma
ALAD	Lead Poisoning, Nervous System
ALAD	Chromophobe Renal Cell Carcinoma
ALAD	Sarcomatoid Renal Cell Carcinoma
ALAD	Collecting Duct Carcinoma of the Kidney
ALAD	Papillary Renal Cell Carcinoma
ALAD	Intraorbital Meningioma
ALAD	Intraventricular Meningioma
ALAD	Olfactory Groove Meningioma
ALAD	Secretory meningioma
ALAD	Microcystic meningioma
ALAD	Angioblastic Meningioma
ALAD	Posterior Fossa Meningioma
ALAD	Sphenoid Wing Meningioma
ALAD	Papillary Meningioma
ALAD	Nonepileptic Seizures
ALAD	Epileptic Seizures
ALAD	Generalized Absence Seizures
ALAS2	Sideroblastic anemia
ALAS2	Hepatoma, Morris
ALAS2	Hepatoma, Novikoff
ALAS2	Experimental Hepatoma
ALAS2	Congenital anemia
ALAS2	Hereditary sideroblastic anemia
ALAS2	Protoporphyria, Erythropoietic, X-Linked Dominant
ALB	Arthritis, Adjuvant-Induced
ALB	Azoospermia
ALB	Brain Ischemia
ALB	Endogenous depression
ALB	Depressive disorder
ALB	Diabetic Angiopathies
ALB	Diabetic Nephropathy
ALB	Echinococcosis
ALB	Toxic Epidermal Necrolysis
ALB	Epilepsy
ALB	Glomerulonephritis
ALB	Glomerulonephritis, Membranoproliferative
ALB	Membranous glomerulonephritis
ALB	Nodular glomerulosclerosis
ALB	Heart failure
ALB	Congestive heart failure
ALB	Hemolytic-Uremic Syndrome
ALB	Hepatitis
ALB	Hepatitis, Toxic
ALB	Kidney Failure, Acute
ALB	Kidney Failure, Chronic
ALB	Left-Sided Heart Failure
ALB	Liver Cirrhosis
ALB	Liver Cirrhosis, Experimental
ALB	Malignant neoplasm of stomach
ALB	Melancholia
ALB	Aseptic Meningitis
ALB	Microangiopathy, Diabetic
ALB	Nephritis
ALB	Nephritis, Interstitial
ALB	Nephrosis
ALB	Pancreatitis
ALB	Respiratory Distress Syndrome, Adult
ALB	Rhinitis, Allergic, Perennial
ALB	Serum Sickness
ALB	Stevens-Johnson Syndrome
ALB	Nephritis, Tubulointerstitial
ALB	Unipolar Depression
ALB	Urticaria
ALB	Uveitis
ALB	Depressive Syndrome
ALB	Epilepsy, Cryptogenic
ALB	Idiopathic Membranous Glomerulonephritis
ALB	Adenocarcinoma of lung (disorder)
ALB	Liver Failure, Acute
ALB	Heart Failure, Right-Sided
ALB	Fibrosis, Liver
ALB	Hypoalbuminemia
ALB	Membranoproliferative Glomerulonephritis, Type I
ALB	Membranoproliferative Glomerulonephritis, Type II
ALB	Brain Lacerations
ALB	Depression, Neurotic
ALB	Hyperthyroxinemia, Familial Dysalbuminemic
ALB	Awakening Epilepsy
ALB	Acute Cerebrovascular Accidents
ALB	Drug-Induced Liver Disease
ALB	Cerebral Ischemia
ALB	Arthritis, Collagen-Induced
ALB	Arthritis, Experimental
ALB	Hepatitis, Drug-Induced
ALB	Drug-Induced Stevens Johnson Syndrome
ALB	Acute Kidney Insufficiency
ALB	Cirrhosis
ALB	Bright Disease
ALB	Heymann Nephritis
ALB	Hereditary Diffuse Gastric Cancer
ALB	Membranoproliferative Glomerulonephritis, Type III
ALB	Myocardial Failure
ALB	Acute kidney injury
ALB	Drug-Induced Acute Liver Injury
ALB	Mycoplasma-Induced Stevens-Johnson Syndrome
ALB	Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum
ALB	Chemical and Drug Induced Liver Injury
ALB	Chemically-Induced Liver Toxicity
ALB	HIV Coinfection
ALCAM	Anaplastic carcinoma
ALCAM	Carcinoma, Spindle-Cell
ALCAM	Mammary Carcinoma, Animal
ABCD1	Leukodystrophy
ABCD1	Adrenoleukodystrophy
ABCD1	X-linked Adrenal Hypoplasia
ABCD1	Adrenomyeloneuropathy
ABCD1	Contiguous Abcd1-Dxs1375e Deletion Syndrome
ALDH1A1	Alcoholic Intoxication
ALDH1A1	Alcoholic Intoxication, Chronic
ALDH1A1	Renal Cell Carcinoma
ALDH1A1	Creutzfeldt-Jakob disease
ALDH1A1	Liver Cirrhosis, Experimental
ALDH1A1	Schizophrenia
ALDH1A1	Alcohol abuse
ALDH1A1	Ramsay Hunt Paralysis Syndrome
ALDH1A1	Conventional (Clear Cell) Renal Cell Carcinoma
ALDH1A1	New Variant Creutzfeldt-Jakob Disease
ALDH1A1	Creutzfeldt-Jakob Disease, Familial
ALDH1A1	Autosomal Dominant Juvenile Parkinson Disease
ALDH1A1	Autosomal Dominant Parkinsonism
ALDH1A1	Autosomal Recessive Parkinsonism
ALDH1A1	Parkinsonism, Experimental
ALDH1A1	Familial Juvenile Parkinsonism
ALDH1A1	Parkinsonism, Juvenile
ALDH1A1	Chromophobe Renal Cell Carcinoma
ALDH1A1	Sarcomatoid Renal Cell Carcinoma
ALDH1A1	Collecting Duct Carcinoma of the Kidney
ALDH1A1	Papillary Renal Cell Carcinoma
ALDH1A1	PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE
ALDH2	Alcohol Use Disorder
ALDH2	Alcoholic Intoxication
ALDH2	Alcoholic Intoxication, Chronic
ALDH2	Asthma
ALDH2	Bipolar Disorder
ALDH2	Heart Rupture, Traumatic
ALDH2	Colorectal Carcinoma
ALDH2	Male infertility
ALDH2	Liver Cirrhosis, Experimental
ALDH2	Dermatitis, Occupational
ALDH2	Alcohol abuse
ALDH2	Industrial Dermatosis
ALDH2	Squamous cell carcinoma of esophagus
ALDH2	Wernicke-Korsakoff Syndrome
ALDH2	Necrotizing Enterocolitis
ALDH2	Malignant neoplasm of esophagus
ALDH2	Colorectal Cancer
ALDH3A1	Schizophrenia
ALDH3A1	Cataract
ALDH3A1	Injury of cornea
ALDH3A1	Pseudoaphakia
ALDH1B1	Malignant tumor of colon
ALDH1B1	Cholestasis
ALDH1B1	Liver Cirrhosis, Experimental
ALDH1A3	Congenital ocular coloboma (disorder)
ALDH1A3	Malignant neoplasm of stomach
ALDH1A3	Hereditary Diffuse Gastric Cancer
ALDH1A3	MICROPHTHALMIA, ISOLATED 1
ALDH1A3	MICROPHTHALMIA, ISOLATED 8
ALDH3B1	Schizophrenia
ALDH3B1	Paranoid Schizophrenia
ALDH3B2	Alcoholic Intoxication, Chronic
ALDH3A2	Charcot-Marie-Tooth Disease
ALDH3A2	Leukodystrophy
ALDH3A2	Sjogren-Larsson Syndrome
ABCD2	Colorectal Carcinoma
ABCD2	Pancreatic Ductal Adenocarcinoma
ABCD2	Colorectal Cancer
ALDOA	Malignant neoplasm of breast
ALDOA	Myocardial Ischemia
ALDOA	Adenocarcinoma of lung (disorder)
ALDOA	Congenital anemia
ALDOA	Glycogen Storage Disease XII
ALDOA	Breast Carcinoma
ALDOB	Cholestasis
ALDOB	Hereditary fructose intolerance syndrome
ALDOB	Hepatitis, Toxic
ALDOB	Malignant neoplasm of stomach
ALDOB	Hepatitis, Autoimmune
ALDOB	Drug-Induced Liver Disease
ALDOB	Cholestasis in newborn
ALDOB	Hepatitis, Drug-Induced
ALDOB	Hereditary Diffuse Gastric Cancer
ALDOB	Drug-Induced Acute Liver Injury
ALDOB	Chemical and Drug Induced Liver Injury
ALDOB	Chemically-Induced Liver Toxicity
AKR1B1	Endometriosis
AKR1B1	Liver Cirrhosis, Experimental
AKR1B1	Respiratory Distress Syndrome, Adult
AKR1B1	Cataract
AKR1B1	Endometrioma
AKR1B1	Endometrial Carcinoma
AKR1B1	Pseudoaphakia
ALK	Alcoholic Intoxication, Chronic
